"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 04 02:23:35 GMT 2022","Sun Dec 04 02:23:37 GMT 2022","1636","","Dashboard","","","","Busca candidato por trilha",""
"passed","Sun Dec 04 02:24:09 GMT 2022","Sun Dec 04 02:24:09 GMT 2022","277","","Login","","","","Validar redirecionamento esqueci minha senhna",""
"passed","Sun Dec 04 02:23:26 GMT 2022","Sun Dec 04 02:23:32 GMT 2022","5543","","Dashboard","","","","Busca candidato por nome",""
"passed","Sun Dec 04 02:24:08 GMT 2022","Sun Dec 04 02:24:08 GMT 2022","842","","Login","","","","Validar login sem preencher campo senha",""
"passed","Sun Dec 04 02:24:16 GMT 2022","Sun Dec 04 02:24:18 GMT 2022","1492","","Registrar Candidato","","","","Validar criar candidato sem preencher campos",""
"passed","Sun Dec 04 02:24:07 GMT 2022","Sun Dec 04 02:24:08 GMT 2022","261","","Login","","","","Validar login sem preencher campos",""
"passed","Sun Dec 04 02:24:11 GMT 2022","Sun Dec 04 02:24:16 GMT 2022","5045","","Registrar Candidato","","","","Validar criar candidato com sucesso",""
"passed","Sun Dec 04 02:24:43 GMT 2022","Sun Dec 04 02:24:44 GMT 2022","1444","","Registrar Usuario","","","","Validar criar usuario sem preencher campos",""
"passed","Sun Dec 04 02:24:30 GMT 2022","Sun Dec 04 02:24:32 GMT 2022","1620","","Registrar Entrevista","","","","Validar criar entrevista sem preencher campos",""
"passed","Sun Dec 04 02:24:20 GMT 2022","Sun Dec 04 02:24:30 GMT 2022","10786","","Registrar Entrevista","","","","Validar criar entrevista com sucesso",""
"passed","Sun Dec 04 02:24:05 GMT 2022","Sun Dec 04 02:24:06 GMT 2022","1489","","Login","","","","Validar login com sucesso",""
"passed","Sun Dec 04 02:24:38 GMT 2022","Sun Dec 04 02:24:43 GMT 2022","5257","","Registrar Usuario","","","","Validar criar usuario com sucesso",""
"passed","Sun Dec 04 02:23:37 GMT 2022","Sun Dec 04 02:23:43 GMT 2022","6126","","Dashboard","","","","edit perfil",""
"passed","Sun Dec 04 02:23:45 GMT 2022","Sun Dec 04 02:24:03 GMT 2022","17550","","fluxo teste","","","","cadastro de candidato e marcaçao de entrevista",""
"passed","Sun Dec 04 02:24:06 GMT 2022","Sun Dec 04 02:24:07 GMT 2022","1247","","Login","","","","Validar login com erro",""
"passed","Sun Dec 04 02:24:08 GMT 2022","Sun Dec 04 02:24:09 GMT 2022","499","","Login","","","","Validar login sem preencher campo user",""
"passed","Sun Dec 04 02:23:33 GMT 2022","Sun Dec 04 02:23:35 GMT 2022","1791","","Dashboard","","","","Busca candidato por edicao",""
"passed","Sun Dec 04 02:23:23 GMT 2022","Sun Dec 04 02:23:24 GMT 2022","1591","","Troca de senha","","","","Validar troca de senha sem preencher campos",""
